Altitude [m],Time [s]
2136.21,98.027
2136.07,98.111
2135.96,98.192
2135.73,98.273
2135.79,98.354
2135.79,98.436
2135.67,98.516
2135.38,98.597
2135.43,98.679
2135.22,98.762
2135.06,98.844
2134.97,98.925
2134.97,99.006
2134.77,99.088
2134.82,99.169
2134.48,99.25
2134.36,99.331
2134.26,99.411
2134.26,99.495
2134.06,99.576
2134.29,99.658
2133.97,99.739
2133.82,99.82
2133.52,99.901
2133.52,99.983
2133.34,100.064
2133.34,100.148
2133.21,100.229
2132.93,100.31
2132.81,100.391
2132.54,100.472
2132.54,100.553
2132.24,100.635
2132.15,100.716
2132.06,100.8
2131.74,100.881
2131.74,100.963
2131.74,101.044
2131.66,101.125
2131.44,101.206
2131.19,101.287
2131.07,101.368
2130.8,101.452
2130.8,101.533
2130.18,101.614
2130.31,101.696
2130.45,101.777
2130.29,101.858
2130.16,101.94
2130.14,102.021
2130.14,102.105
2129.56,102.185
2129.24,102.266
2129.4,102.348
2128.85,102.429
2128.46,102.51
2128.46,102.591
2128.85,102.673
2128.5,102.756
2128.74,102.838
2128.45,102.919
2128.08,103
2128.08,103.08
2128.02,103.162
2127.97,103.251
2127.61,103.332
2127.68,103.416
2127.74,103.498
2127.17,103.579
2127.17,103.66
2127.24,103.741
2127.08,103.823
2126.71,103.904
2126.66,103.985
2126.39,104.069
2126.39,104.15
2126.39,104.231
2126.23,104.312
2125.92,104.393
2125.81,104.474
2125.64,104.556
2125.48,104.637
2125.48,104.721
2125.21,104.802
2125,104.883
2124.72,104.965
2124.72,105.046
2124.25,105.126
2124.25,105.207
2124.34,105.289
2124.14,105.373
2123.92,105.454
2123.71,105.535
2123.89,105.616
2123.89,105.698
2123.55,105.779
2123.34,105.86
2122.9,105.942
2123,106.024
2122.56,106.105
2122.7,106.187
2122.7,106.268
2122.4,106.349
2122.24,106.43
2121.88,106.511
2121.8,106.593
2121.58,106.674
2121.58,106.765
2121.58,106.846
2121.2,106.927
2120.96,107.009
2120.93,107.089
2120.78,107.17
2120.44,107.252
2120.44,107.333
2120.21,107.417
2120.17,107.498
2120.05,107.579
2119.88,107.661
2119.22,107.742
2119.22,107.823
2119.23,107.904
2119.2,107.985
2118.79,108.068
2118.64,108.15
2118.17,108.231
2118.17,108.312
2118.26,108.394
2117.7,108.475
2117.83,108.556
2117.81,108.637
2117.57,108.721
2117.27,108.802
2117.27,108.883
2117.27,108.964
2116.98,109.045
2116.84,109.127
2116.67,109.208
2116.64,109.289
2116.64,109.373
2116.66,109.454
2116.26,109.536
2116.31,109.617
2115.96,109.698
2115.7,109.778
2115.7,109.86
2115.64,109.941
2115.89,110.025
2115.36,110.106
2115.37,110.187
2115.03,110.268
2114.85,110.35
2114.85,110.431
2114.43,110.512
2114.18,110.594
2114.3,110.676
2114.09,110.758
2113.65,110.839
2113.65,110.92
2113.76,111.002
2113.7,111.083
2113.2,111.164
2113.24,111.246
2112.73,111.33
2112.65,111.411
2112.62,111.492
2112.41,111.574
2112.04,111.654
2112.01,111.735
2111.78,111.817
2111.69,111.898
2111.69,111.982
2111.4,112.063
2111.01,112.144
2111.06,112.225
2110.85,112.307
2110.63,112.388
2110.63,112.468
2110.61,112.549
2110.39,112.631
2110.25,112.714
2110.05,112.796
2109.44,112.877
2109.44,112.958
2109.55,113.04
2109.56,113.121
2109.35,113.202
2108.89,113.284
2108.68,113.367
2108.48,113.448
2108.48,113.529
2108.21,113.61
2108.17,113.692
2108.18,113.773
2107.51,113.854
2107.27,113.935
2107.27,114.019
2107.13,114.1
2106.96,114.182
2106.69,114.263
2106.36,114.343
2106.37,114.425
2106.37,114.506
2105.96,114.587
2106.06,114.671
2105.7,114.752
2105.93,114.833
2105.33,114.915
2105.4,114.996
2105.4,115.077
2104.69,115.159
2104.93,115.239
2104.54,115.323
2104.49,115.404
2103.93,115.485
2103.93,115.566
2103.76,115.648
2104.04,115.729
2103.37,115.81
2103.5,115.891
2103.33,115.975
2103.33,116.056
2103.05,116.137
2102.95,116.218
2102.55,116.299
2102.68,116.38
2102.18,116.462
2102.07,116.543
2102.07,116.627
2102.19,116.708
2102.01,116.789
2101.62,116.87
2101.48,116.952
2101.44,117.032
2101.44,117.113
2101.33,117.195
2101.09,117.278
2100.75,117.36
2100.67,117.441
2100.49,117.522
2100.49,117.604
2100.22,117.685
2100.42,117.766
2100.1,117.848
2099.77,117.931
2099.78,118.012
2099.66,118.093
2099.66,118.174
2099.51,118.256
2099.11,118.337
2099.08,118.418
2098.55,118.5
2098.5,118.584
2098.5,118.665
2098.68,118.746
2098.19,118.828
2097.62,118.908
2097.92,118.989
2097.56,119.071
2097.56,119.152
2097.24,119.236
2097.56,119.317
2097.09,119.398
2096.84,119.48
2096.86,119.561
2096.75,119.642
2096.75,119.724
2096.16,119.804
2096.32,119.888
2096.25,119.969
2095.84,120.05
2095.72,120.131
2095.72,120.213
2095.26,120.294
2095.22,120.375
2095.21,120.457
2094.71,120.538
2094.61,120.622
2094.61,120.702
2094.26,120.783
2094.29,120.865
2093.74,120.946
2093.6,121.027
2093.64,121.108
2093.35,121.19
2093.35,121.274
2093.07,121.355
2092.73,121.436
2092.75,121.517
2092.51,121.598
2092.32,121.679
2092.32,121.76
2092.13,121.842
2091.87,121.925
2091.96,122.007
2091.63,122.088
2091.34,122.169
2091.34,122.251
2091.35,122.332
2091.31,122.413
2091.26,122.493
2091.03,122.577
2090.79,122.658
2090.37,122.74
2090.37,122.821
2090.31,122.902
2089.85,122.983
2089.63,123.065
2089.34,123.146
2089.12,123.23
2089.12,123.311
2089.17,123.392
2088.71,123.473
2088.79,123.554
2088.74,123.635
2088.54,123.717
2088.54,123.798
2088.47,123.882
2087.92,123.963
2087.83,124.045
2087.79,124.126
2087.56,124.207
2087.36,124.288
2087.36,124.369
2086.97,124.45
2086.97,124.534
2086.5,124.615
2086.69,124.697
2086.6,124.778
2086.6,124.859
2086.45,124.941
2086.09,125.022
2085.64,125.103
2085.98,125.187
2085.5,125.267
2085.5,125.349
2085.38,125.43
2085.31,125.511
2084.95,125.593
2085.02,125.674
2084.64,125.755
2084.59,125.839
2084.59,125.92
2084.13,126.002
2084,126.083
2083.91,126.163
2083.73,126.245
2083.7,126.326
2083.7,126.407
